Attribution ID,Source,Dating,Dating (range),Source Origin,Modern Country for Source Origin,Source type,Piece,Attributed to Josquin?,NJE Number,Genre,Voices,Attribution Category,Probable Composer,Other Attribution in Source
Attr_193,Petrucci 1503|3,1503,,Venice,Italy,printed vocal music,Tous les regretz,no,28.34,songs and instrumental pieces,4,4b,Pierre de La Rue,La Rue
Attr_194,Petrucci 1503|3,1503,,Venice,Italy,printed vocal music,Baisiez moy,yes,28.4,songs and instrumental pieces,4,2,,
Attr_195,Petrucci 1503|3,1503,,Venice,Italy,printed vocal music,Comment peult avoir joye,yes,28.7,songs and instrumental pieces,4,1,,
Attr_196,Petrucci 1503|3,1503,,Venice,Italy,printed vocal music,Baisiez moy,no,30.3,songs and instrumental pieces,6,4a,,
Attr_197,VatSP B80,1503,~1490–1503,Rome,Italy,manuscript,"Domine, non secundum peccata",yes,16.10,motet,2-4,1,,
Attr_198,WashLC M6,1503,~1501–3,northern Italy/Florence?,Italy,manuscript,Tu solus qui facis mirabilia,no,22.5,motet,4,1,,
Attr_199,WashLC M6,1503,~1501–3,northern Italy/Florence?,Italy,manuscript,Que vous madame,no,27.33,songs and instrumental pieces,3,1,,
Attr_200,WashLC M6,1503,~1501–3,northern Italy/Florence?,Italy,manuscript,Cela sans plus,no,27.4,songs and instrumental pieces,3,4b,Colinet de Lannoy,
Attr_201,WashLC M6,1503,~1501–3,northern Italy/Florence?,Italy,manuscript,Adieu mes amours,no,28.3,songs and instrumental pieces,4,1,,
Attr_202,WashLC M6,1503,~1501–3,northern Italy/Florence?,Italy,manuscript,Missa D'ung aultre amer,no,7.3,mass,4,2,,
Attr_203,LeipU 1494,1504,~1490–1504,Leipzig?,Germany,manuscript,Ave Maria,no,23.6,motet,4,1,,
Attr_204,LeipU 1494,1504,~1490–1504,Leipzig?,Germany,manuscript,Missa L'ami Baudichon,no,5.1,mass,4,2,,
Attr_205,Petrucci 1504|1,1504,,Venice,Italy,printed vocal music,Planxit autem David,no,14.9,motet,4,4a,,
Attr_206,Petrucci 1504|1,1504,,Venice,Italy,printed vocal music,Liber generationis Jesu Christi,yes,19.13,motet,4,1,,
Attr_207,Petrucci 1504|1,1504,,Venice,Italy,printed vocal music,Factum est autem,yes,19.3,motet,4,1,,
Attr_208,Petrucci 1504|1,1504,,Venice,Italy,printed vocal music,Missus est Gabriel angelus,yes,20.7,motet,4,1,,
Attr_209,Petrucci 1504|1,1504,,Venice,Italy,printed vocal music,"Magnus es tu, domine",no,21.6,motet,4,4a,,
Attr_210,Petrucci 1504|1,1504,,Venice,Italy,printed vocal music,O bone et dulcis domine,no,21.8,motet,4,3,,
Attr_211,Petrucci 1504|1,1504,,Venice,Italy,printed vocal music,Ave Maria,yes,23.4,motet,4,2,,
Attr_212,Petrucci 1504|1,1504,,Venice,Italy,printed vocal music,Mittit ad virginem,no,24.6,motet,4,3,,
Attr_213,Petrucci 1504|1,1504,,Venice,Italy,printed vocal music,Sancti dei omnes,no,26.14,motet,4,4b,Jean Mouton,
Attr_214,Petrucci 1504|2,1504,,Venice,Italy,printed vocal music,Fortuna d'un gran tempo,no,27.12,songs and instrumental pieces,3,2,,
Attr_215,Petrucci 1504|2,1504,,Venice,Italy,printed vocal music,Helas que pourra,no,27.14,songs and instrumental pieces,3,4b,Heinrich Isaac,Isaac
Attr_216,Petrucci 1504|2,1504,,Venice,Italy,printed vocal music,La plus des plus,yes,27.22,songs and instrumental pieces,3,2,,
Attr_217,Petrucci 1504|2,1504,,Venice,Italy,printed vocal music,L'heure est venue,no,27.23,songs and instrumental pieces,3,4b,Alexander Agricola,Agricola
Attr_218,Petrucci 1504|2,1504,,Venice,Italy,printed vocal music,Madame helas,no,27.24,songs and instrumental pieces,3,3,,
Attr_219,Petrucci 1504|2,1504,,Venice,Italy,printed vocal music,Marguerite,no,27.25,songs and instrumental pieces,3,4a,,
Attr_220,Petrucci 1504|2,1504,,Venice,Italy,printed vocal music,Mes pensées,no,27.26,songs and instrumental pieces,3,4b,Loyset Compere,Compere
Attr_221,Petrucci 1504|2,1504,,Venice,Italy,printed vocal music,O Venus bant,yes,27.29,songs and instrumental pieces,3,4a,,
Attr_222,Petrucci 1504|2,1504,,Venice,Italy,printed vocal music,Cela sans plus,yes,27.3,songs and instrumental pieces,3,2,,
Attr_223,Petrucci 1504|2,1504,,Venice,Italy,printed vocal music,Pensif mari,no,27.30,songs and instrumental pieces,3,4b,Ja. Tadinghen,Tadinghen
Attr_224,Petrucci 1504|2,1504,,Venice,Italy,printed vocal music,Adieu mes amours,yes,28.3,songs and instrumental pieces,4,1,,
Attr_225,Petrucci 1504|2,1504,,Venice,Italy,printed vocal music,Bergerette savoysienne,yes,28.6,songs and instrumental pieces,4,1,,
Attr_226,Petrucci 1504|2,1504,,Venice,Italy,printed vocal music,De tous biens plaine,yes,28.9,songs and instrumental pieces,4,2,,
Attr_227,Petrucci 1504|3,1504,,Venice,Italy,printed vocal music,La Bernardina,yes,27.21,songs and instrumental pieces,3,2,,
Attr_228,Petrucci 1504|3,1504,,Venice,Italy,printed vocal music,Que vous madame,no,27.33,songs and instrumental pieces,3,1,,Alexander Agricola
Attr_229,Petrucci 1504|3,1504,,Venice,Italy,printed vocal music,A l'heure,yes,28.1,songs and instrumental pieces,4,2,,
Attr_230,Petrucci 1504|3,1504,,Venice,Italy,printed vocal music,En l'ombre d'ung buissonnet,yes,28.13,songs and instrumental pieces,4,3,,
Attr_231,Petrucci 1504|3,1504,,Venice,Italy,printed vocal music,Fors seulement,no,28.16,songs and instrumental pieces,4,4b,Johannes Ghiselin,
Attr_232,Petrucci 1504|3,1504,,Venice,Italy,printed vocal music,Je sey bien dire,yes,28.20,songs and instrumental pieces,4,2,,
Attr_233,Petrucci 1504|3,1504,,Venice,Italy,printed vocal music,Une musque de Biscaye,yes,28.35,songs and instrumental pieces,4,1,,
Attr_234,Petrucci 1504|3,1504,,Venice,Italy,printed vocal music,Vive le roy,yes,28.36,songs and instrumental pieces,4,2,,
Attr_235,Petrucci 1504|4,1504,,Venice,Italy,printed vocal music,"In te, domine, speravi",no,28.18,songs and instrumental pieces,4,3,,Josquin Dascanio
Attr_236,SegC s.s.,1504,~1498–1504,Toledo/Segovia,Spain,manuscript,Magnificat tertii toni (Verses 1-8),yes,20.2,motet,4,3,,
Attr_237,SegC s.s.,1504,~1498–1504,Toledo/Segovia,Spain,manuscript,Vultum tuum,yes,25.14,motet,4,1,,
Attr_238,SegC s.s.,1504,~1498–1504,Toledo/Segovia,Spain,manuscript,Fortuna desperata,yes,27.11,songs and instrumental pieces,3,3,,
Attr_239,BasU F.IX.25 (e-f),1505,,Basel,Switzerland,manuscript,Missa Hercules dux Ferrarie,yes,11.1,mass,4(-6),1,,
Attr_240,BasU F.IX.25 (e-f),1505,,Basel,Switzerland,manuscript,Missa Malheur me bat,yes,9.1,mass,4(-6),1,,
Attr_241,BrusBR 9126,1505,~1504–5,Brussels/Mechelen,Belgium,manuscript,Missa Hercules dux Ferrarie,yes,11.1,mass,4(-6),1,,
Attr_242,BrusBR 9126,1505,~1504–5,Brussels/Mechelen,Belgium,manuscript,Missus est Gabriel angelus,yes,20.7,motet,4,1,,
Attr_243,BrusBR 9126,1505,~1504–5,Brussels/Mechelen,Belgium,manuscript,Huc me sydereo,yes,21.5,motet,5,1,,
Attr_244,BrusBR 9126,1505,~1504–5,Brussels/Mechelen,Belgium,manuscript,Gaude virgo,yes,24.2,motet,4,1,,
Attr_245,BrusBR 9126,1505,~1504–5,Brussels/Mechelen,Belgium,manuscript,Stabat mater,yes,25.9,motet,5,1,,
Attr_246,BrusBR 9126,1505,~1504–5,Brussels/Mechelen,Belgium,manuscript,Missa Ave maris stella,no,3.1,mass,4,1,,
Attr_247,BrusBR 9126,1505,~1504–5,Brussels/Mechelen,Belgium,manuscript,Missa Sub tuum presidium,no,4.5,mass,4,4b,Pierre de La Rue,La Rue
Attr_248,BrusBR 9126,1505,~1504–5,Brussels/Mechelen,Belgium,manuscript,Missa Malheur me bat,yes,9.1,mass,4(-6),1,,
Attr_249,HradKM 6,1505,,Hradec Králové,Czech Republic,manuscript,Qui velatus facie fuisti,no,22.3,motet,4,1,,
Attr_250,JenaU 22,1505,~1500–5,Brussels/Mechelen,Belgium,manuscript,Missa Dirige,no,3.4,mass,4(-5),4b,Pierre de La Rue,La Rue
Attr_251,MilD 3,1505,,Milan,Italy,manuscript,Alma redemptoris mater / Ave regina,yes,23.2,motet,4,1,,
Attr_252,ModE M.1.2,1505,~1500–5,Ferrara,Italy,manuscript,Missa L'homme armé super voces musicales,yes,6.3,mass,4,1,,
Attr_253,ModE M.1.2,1505,~1500–5,Ferrara,Italy,manuscript,Missa Fortuna desperata,yes,8.2,mass,4,1,,
Attr_254,Petrucci 1505,1505,,Venice,Italy,printed vocal music,Missa Hercules dux Ferrarie,yes,11.1,mass,4(-6),1,,
Attr_255,Petrucci 1505,1505,,Venice,Italy,printed vocal music,Tu solus qui facis mirabilia,yes,22.5,motet,4,1,,
Attr_256,Petrucci 1505,1505,,Venice,Italy,printed vocal music,Missa Ave maris stella,yes,3.1,mass,4,1,,
Attr_257,Petrucci 1505,1505,,Venice,Italy,printed vocal music,Missa L'ami Baudichon,yes,5.1,mass,4,2,,
Attr_258,Petrucci 1505,1505,,Venice,Italy,printed vocal music,Missa Une mousse de Biscaye,yes,5.2,mass,4,3,,
Attr_259,Petrucci 1505,1505,,Venice,Italy,printed vocal music,Missa D'ung aultre amer,yes,7.3,mass,4,2,,
Attr_260,Petrucci 1505,1505,,Venice,Italy,printed vocal music,Missa Malheur me bat,yes,9.1,mass,4(-6),1,,
Attr_261,Petrucci 1505|1,1505,,Venice,Italy,printed vocal music,Credo Chascun me crie,yes,13.1,mass,4,3,,
Attr_262,Petrucci 1505|1,1505,,Venice,Italy,printed vocal music,Sanctus D'ung aultre amer/Te lumen,yes,13.10,mass,4,2,,
Attr_263,Petrucci 1505|1,1505,,Venice,Italy,printed vocal music,Credo De tous biens playne,yes,13.2,mass,4,1,,
Attr_264,Petrucci 1505|1,1505,,Venice,Italy,printed vocal music,Credo La belle se siet,yes,13.3,mass,4,4b,Robert de Févin,
Attr_265,Petrucci 1505|1,1505,,Venice,Italy,printed vocal music,Credo Vilayge I,yes,13.5,mass,4,3,,
Attr_266,Petrucci 1505|1,1505,,Venice,Italy,printed vocal music,Credo Vilayge II,yes,13.6,mass,4,3,,
Attr_267,Petrucci 1505|1,1505,,Venice,Italy,printed vocal music,Gloria De beata virgine,yes,13.7,mass,4,2,,
Attr_268,Petrucci 1505|1,1505,,Venice,Italy,printed vocal music,Sanctus De passione,yes,13.9,mass,4,2,,
Attr_269,Petrucci 1505|1,1505,,Venice,Italy,printed vocal music,Qui velatus facie fuisti,yes,22.3,motet,4,1,,
Attr_270,Petrucci 1505|1,1505,,Venice,Italy,printed vocal music,Missa Ferialis,yes,4.1,mass,4,4b,Johannes Martini,
Attr_271,Petrucci 1505|2,1505,,Venice,Italy,printed vocal music,Alma redemptoris mater / Ave regina,yes,23.2,motet,4,1,,
Attr_272,Petrucci 1505|2,1505,,Venice,Italy,printed vocal music,Gaude virgo,yes,24.2,motet,4,1,,
Attr_273,Petrucci 1505|2,1505,,Venice,Italy,printed vocal music,Ut Phebi radiis,yes,25.10,motet,4,2,,
Attr_274,Petrucci 1505|2,1505,,Venice,Italy,printed vocal music,Vultum tuum,yes,25.14,motet,4,1,,
Attr_275,Petrucci 1505|2,1505,,Venice,Italy,printed vocal music,"Regina celi, letare",no,25.3,motet,4,4a,,
Attr_276,Petrucci 1505|2,1505,,Venice,Italy,printed vocal music,"Gloria, laus et honor",no,26.5,motet,4,4b,Antoine Brumel,Brumel
Attr_277,Petrucci 1505|4,1505,,Venice,Italy,printed vocal music,El grillo,no,28.12,songs and instrumental pieces,4,3,,Josquin Dascanio
Attr_278,VatC 234,1505,~1505,Brussels/Mechelen,Belgium,manuscript,Stabat mater,yes,25.9,motet,5,1,,
Attr_279,VatC 234,1505,~1505,Brussels/Mechelen,Belgium,manuscript,Sancta trinitas ,no,26.13,motet,4,4b,Antoine de Févin,Antoine de Févin
Attr_280,VatC 234,1505,~1505,Brussels/Mechelen,Belgium,manuscript,O admirabile commercium,no,26.8,motet,5,4b,Johannes Regis,Regis
Attr_281,VatC 234,1505,~1505,Brussels/Mechelen,Belgium,manuscript,Missa L'homme armé quarti toni,no,6.1,mass,4(-6),4b,Loyset Compere,Compere
Attr_282,VatC 234,1505,~1505,Brussels/Mechelen,Belgium,manuscript,Missa L'homme armé sexti toni,yes,6.2,mass,4(-6),1,,
Attr_283,VatS 42,1505,~1504–5,Rome,Italy,manuscript,"Regina celi, letare",no,25.3,motet,4,4a,,
Attr_284,VienNB 1783,1505,~1505,Brussels/Mechelen,Belgium,manuscript,Missa Ave maris stella,yes,3.1,mass,4,1,,
Attr_285,VienNB 1783,1505,~1505,Brussels/Mechelen,Belgium,manuscript,Missa Dirige,no,3.4,mass,4(-5),4b,Pierre de La Rue,La Rue
Attr_286,BolC Q18,1506,~1502–6,Bologna,Italy,manuscript,Alma redemptoris mater,no,23.1,motet,4,3,,
Attr_287,BolC Q18,1506,~1502–6,Bologna,Italy,manuscript,La Bernardina,no,27.21,songs and instrumental pieces,3,2,,
Attr_288,BolC Q18,1506,~1502–6,Bologna,Italy,manuscript,"In te, domine, speravi",no,28.18,songs and instrumental pieces,4,3,,
Attr_289,BolC Q18,1506,~1502–6,Bologna,Italy,manuscript,Adieu mes amours,no,28.3,songs and instrumental pieces,4,1,,
Attr_290,BolC Q18,1506,~1502–6,Bologna,Italy,manuscript,Adieu mes amours,no,28.3,songs and instrumental pieces,4,1,,
Attr_291,BolC Q18,1506,~1502–6,Bologna,Italy,manuscript,Une musque de Biscaye,no,28.35,songs and instrumental pieces,4,1,,
Attr_292,LonBL 35087,1506,~1506,Bruges?,Belgium,manuscript,Mon mary m'a diffamée,no,27.27,songs and instrumental pieces,3,4a,,
Attr_293,LonBL 35087,1506,~1506,Bruges?,Belgium,manuscript,Petite camusette,no,27.31,songs and instrumental pieces,3,4b,Antoine de Févin,
Attr_294,LonBL 35087,1506,~1506,Bruges?,Belgium,manuscript,Quant je vous voye,no,27.32,songs and instrumental pieces,3,3,,
Attr_295,LonBL 35087,1506,~1503–6,Bruges?,Belgium,manuscript,Vray dieu d'amours,no,27.36,songs and instrumental pieces,3,4b,Antoine Brumel,
Attr_296,LonBL 35087,1506,~1506,Bruges?,Belgium,manuscript,Ce povre mendiant,no,27.5,songs and instrumental pieces,3,2,,
Attr_297,LonBL 35087,1506,~1506,Bruges?,Belgium,manuscript,En l'ombre d'ung buissonnet,no,27.7,songs and instrumental pieces,3,2,,
Attr_298,LonBL 35087,1506,~1506,Bruges?,Belgium,manuscript,Salve mater salvatoris,no,Jos9920,songs and instrumental pieces,4,4b,Jean Mouton,
Attr_299,Petrucci [1506],1506,,Venice,Italy,printed vocal music,Missa La sol fa re mi,yes,11.2,mass,4,1,,
Attr_300,Petrucci [1506],1506,,Venice,Italy,printed vocal music,Ecce tu pulchra es,yes,14.6,motet,4,3,,
Attr_301,Petrucci [1506],1506,,Venice,Italy,printed vocal music,Missa Gaudeamus,yes,4.2,mass,4,1,,
Attr_302,Petrucci [1506],1506,,Venice,Italy,printed vocal music,Missa L'homme armé sexti toni,yes,6.2,mass,4(-6),1,,
Attr_303,Petrucci [1506],1506,,Venice,Italy,printed vocal music,Missa L'homme armé super voces musicales,yes,6.3,mass,4,1,,
Attr_304,Petrucci [1506],1506,,Venice,Italy,printed vocal music,Missa Fortuna desperata,yes,8.2,mass,4,1,,
Attr_305,MilD 4,1507,1507,Milan,Italy,manuscript,Ave Maria,no,23.6,motet,4,1,,
Attr_306,MilD 4,1507,1507,Milan,Italy,manuscript,Vultum tuum,no,25.14,motet,4,1,,
Attr_307,Petrucci 1507|1,1507,,Venice,Italy,printed vocal music,El grillo,no,28.12,songs and instrumental pieces,4,3,,Josquin Dascanio
Attr_308,Spinacino 1507|5,1507,,Venice,Italy,printed tablature,Ave Maria,yes,23.4,motet,4,2,,
Attr_309,Spinacino 1507|5,1507,,Venice,Italy,printed tablature,Fortuna d'un gran tempo,no,27.12,songs and instrumental pieces,3,2,,
Attr_310,Spinacino 1507|5,1507,,Venice,Italy,printed tablature,La Bernardina,yes,27.21,songs and instrumental pieces,3,2,,
Attr_311,Spinacino 1507|5,1507,,Venice,Italy,printed tablature,O Venus bant,no,27.29,songs and instrumental pieces,3,4a,,
Attr_312,Spinacino 1507|5,1507,,Venice,Italy,printed tablature,Adieu mes amours,no,28.3,songs and instrumental pieces,4,1,,
Attr_313,Spinacino 1507|6,1507,,Venice,Italy,printed tablature,O bone et dulcis domine,no,21.8,motet,4,3,,
Attr_314,Spinacino 1507|6,1507,,Venice,Italy,printed tablature,L'heure est venue,no,27.23,songs and instrumental pieces,3,4b,Alexander Agricola,
Attr_315,Spinacino 1507|6,1507,,Venice,Italy,printed tablature,Marguerite,no,27.25,songs and instrumental pieces,3,4a,,
Attr_316,Spinacino 1507|6,1507,,Venice,Italy,printed tablature,Mon mary m'a diffamée,no,27.27,songs and instrumental pieces,3,4a,,
Attr_317,Spinacino 1507|6,1507,,Venice,Italy,printed tablature,Pensif mari,no,27.30,songs and instrumental pieces,3,4b,Ja. Tadinghen,
Attr_318,Spinacino 1507|6,1507,,Venice,Italy,printed tablature,Que vous madame,no,27.33,songs and instrumental pieces,3,1,,
Attr_319,Spinacino 1507|6,1507,,Venice,Italy,printed tablature,Comment peult avoir joye,no,28.7,songs and instrumental pieces,4,1,,
Attr_320,StuttL 47,1507,~1507,Stuttgart,Germany,manuscript,Missa L'homme armé sexti toni,no,6.2,mass,4(-6),1,,
Attr_321,VatS 41,1507,~1482–1507,Rome,Italy,manuscript,Credo La belle se siet,no,13.3,mass,4,4b,Robert de Févin,Robert de Févin
Attr_322,VatS 41,1507,~1482–1507,Rome,Italy,manuscript,Tu solus qui facis mirabilia,yes,22.5,motet,4,1,,
Attr_323,VatS 41,1507,~1482–1507,Rome,Italy,manuscript,Missa Ave maris stella,yes,3.1,mass,4,1,,
Attr_324,VatS 41,1507,~1482–1507,Rome,Italy,manuscript,Missa L'homme armé sexti toni,yes,6.2,mass,4(-6),1,,
Attr_325,VatS 41,1507,~1482–1507,Rome,Italy,manuscript,Missa D'ung aultre amer,yes,7.3,mass,4,2,,
Attr_326,VatS 42,1507,~1504–7,Rome,Italy,manuscript,Lectio actuum apostolorum,no,19.12,motet,5,4b,Johannes Viardot,Viardot
Attr_327,VatS 42,1507,~1504–7,Rome,Italy,manuscript,Homo quidam fecit cenam,yes,19.4,motet,5,2,,
Attr_328,VatS 44,1507,~1504–7,Rome,Italy,manuscript,Magnificat quarti toni,yes,20.3,motet,4,4a,,
Attr_329,VatS 63,1507,~1480–1507,Rome,Italy,manuscript,Missus est Gabriel angelus,no,20.7,motet,4,1,,
Attr_330,FlorC 2439,1508,~1508,Brussels/Mechelen,Belgium,manuscript,Si domiero,no,14.13,motet,3,4b,Pierre de La Rue,La Rue
Attr_331,FlorC 2439,1508,~1508,Brussels/Mechelen,Belgium,manuscript,A la mort,yes,27.1,songs and instrumental pieces,3,2,,
Attr_332,FlorC 2439,1508,~1508,Brussels/Mechelen,Belgium,manuscript,Ce povre mendiant,yes,27.5,songs and instrumental pieces,3,2,,
Attr_333,FlorC 2439,1508,~1508,Brussels/Mechelen,Belgium,manuscript,Entré je suis,yes,28.14,songs and instrumental pieces,4,1,,
Attr_334,FlorC 2439,1508,~1508,Brussels/Mechelen,Belgium,manuscript,Fors seulement,no,28.16,songs and instrumental pieces,4,4b,Johannes Ghiselin,Ghiselin
Attr_335,FlorC 2439,1508,~1508,Brussels/Mechelen,Belgium,manuscript,Mon seul plaisir,no,28.26,songs and instrumental pieces,4,4b,Ninot le Petit,le Petit
Attr_336,Petrucci 1508|1,1508,,Venice,Italy,printed vocal music,Homo quidam fecit cenam,yes,19.4,motet,5,2,,
Attr_337,Petrucci 1508|1,1508,,Venice,Italy,printed vocal music,Illibata dei virgo,yes,24.3,motet,5,1,,
Attr_338,Petrucci 1508|1,1508,,Venice,Italy,printed vocal music,Nymphes des bois,yes,29.18,songs and instrumental pieces,5,1,,
Attr_339,Petrucci 1508|3,1508,,Venice,Italy,printed vocal music,Tu solus qui facis mirabilia,no,22.5,motet,4,1,,
Attr_340,Petrucci 1508|3,1508,,Venice,Italy,printed vocal music,Missa D'ung aultre amer,no,7.3,mass,4,2,,
Attr_341,VatS 23,1508,~1508,Rome,Italy,manuscript,Missa Faysant regretz,yes,8.1,mass,4,1,,
Attr_342,VatS 42,1508,~1504–8,Rome,Italy,manuscript,Virgo salutiferi,yes,25.13,motet,5,1,,
Attr_343,Bossinensis 1509|3,1509,,Venice,Italy,printed tablature,"In te, domine, speravi",no,28.18,songs and instrumental pieces,4,3,,Josquin Dascanio
Attr_344,BarcOC 5,1510,~1500–1510,Rome,Spain,manuscript,"Domine, non secundum peccata",no,16.10,motet,2-4,1,,
Attr_345,BarcOC 5,1510,~1500–1510,Rome/Barcelona/Girona,Italy/Spain,manuscript,Ave Maria,no,23.6,motet,4,1,,
Attr_346,BarcOC 5,1510,~1500–1510,Rome,Italy,manuscript,Missa L'homme armé super voces musicales,yes,6.3,mass,4,1,,
Attr_347,BasU F.IX.25 (a-d),1510,~1500–10,Basel,Switzerland,manuscript,Missa Ave maris stella,yes,3.1,mass,4,1,,
Attr_348,BasU F.IX.25 (a-d),1510,~1500–10,Basel,Switzerland,manuscript,Missa Gaudeamus,yes,4.2,mass,4,1,,
Attr_349,BasU F.IX.25 (a-d),1510,~1500–10,Basel,Switzerland,manuscript,Missa L'homme armé super voces musicales,yes,6.3,mass,4,1,,
Attr_350,BasU F.IX.55,1510,~1500–10,Basel,Switzerland,manuscript,Missa Rosina,no,9.4,mass,4,4a,,
Attr_351,BerlS 40196,1510,~1510,northern Italy,Italy,manuscript,"In te, domine, speravi",no,28.18,songs and instrumental pieces,4,3,,
Attr_352,CambraiBM 18,1510,~1507–10,Cambrai,France,manuscript,Credo [Quarti toni],yes,13.4,mass,4,2,,
Attr_353,CambraiBM 18,1510,1507-10,Cambrai,France,manuscript,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_354,CambraiBM 18,1510,1507-10,Cambrai,France,manuscript,Missa Gaudeamus,no,4.2,mass,4,1,,
Attr_355,CambraiBM 18,1510,1507-10,Cambrai,France,manuscript,Missa L'homme armé quarti toni,no,6.1,mass,4(-6),4b,Loyset Compere,
Attr_356,FlorBN Magl. 121,1510,~1510,Florence,Italy,manuscript,Et trop penser,no,27.9,songs and instrumental pieces,3,4a,,
Attr_357,LonRC 1070,1510,~1505–10,,France,manuscript,Memor esto verbi tui,no,17.14,motet,4,1,,
Attr_358,LonRC 1070,1510,~1510,,France,manuscript,Preter rerum seriem,no,24.11,motet,6,1,,
Attr_359,LonRC 1070,1510,~1505–10,,France,manuscript,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,
Attr_360,LonRC 1070,1510,~1505–10,,France,manuscript,In illo tempore Maria Magdalena,no,26.6,motet,4,4b,Jean Mouton,
Attr_361,MilD 3,1510,~1502–10,Milan,Italy,manuscript,Missa Hercules dux Ferrarie,yes,11.1,mass,4(-6),1,,
Attr_362,MilD 3,1510,~1502–10,Milan,Italy,manuscript,Salve sancta facies,no,22.4,motet,4,4a,,
Attr_363,MilD 3,1510,~1502–10,Milan,Italy,manuscript,Sancti dei omnes,no,26.14,motet,4,4b,Jean Mouton,
Attr_364,MilD 3,1510,~1502–10,Milan,Italy,manuscript,Missa Ave maris stella,yes,3.1,mass,4,1,,
